id,brand,name,price,currency,description,rating,category,product_type,tag_list,product_colors,created_year,created_month,time_difference
864,nyx,Pin-Up Pout Lipstick,8.0,USD,"From polka dots to pointy pumps, nothing compares to the classics. Our personal fave? Ever so creamy lip color, of course! Take yourself back to the signature lip that started it all with our Pin-Up Pout Lipstick. Inspired by the best of vintage beauty, this retro rouge covers lips in extra plush, richly pigmented and absolutely undeniable color. Our throwback lipstick also offers beautiful coverage in an array of 24 swoon-worthy shades.",4.5,lipstick,lipstick,[],"[{'hex_value': '#D8687E', 'colour_name': 'Darling'}, {'hex_value': '#DF5866', 'colour_name': 'Opinionated'}, {'hex_value': '#F25491', 'colour_name': 'Dance Party'}, {'hex_value': '#D21A50', 'colour_name': 'Bombshell'}, {'hex_value': '#C56A65', 'colour_name': 'Boundless'}, {'hex_value': '#A6595F', 'colour_name': 'Almost Famous'}, {'hex_value': '#A02961', 'colour_name': 'Cocktail Hour'}, {'hex_value': '#F14231', 'colour_name': 'Fiery'}, {'hex_value': '#A30305', 'colour_name': 'Lucy'}, {'hex_value': '#930801', 'colour_name': 'Red Haute'}, {'hex_value': '#6F2323', 'colour_name': 'Revolution'}, {'hex_value': '#763637', 'colour_name': 'Rebel Soul'}, {'hex_value': '#9F8995', 'colour_name': 'Smoke Me'}, {'hex_value': '#984CA6', 'colour_name': 'Wisteria'}, {'hex_value': '#7A3169', 'colour_name': 'Violet Femme'}, {'hex_value': '#743049', 'colour_name': 'Flashy'}, {'hex_value': '#4A2F34', 'colour_name': 'True Vixen'}, {'hex_value': '#42306E', 'colour_name': 'Wild Spirit'}, {'hex_value': '#CC846C', 'colour_name': 'Silk'}, {'hex_value': '#C0745D', 'colour_name': 'Sophisticated'}, {'hex_value': '#BC7969', 'colour_name': 'Corset'}, {'hex_value': '#9C5949', 'colour_name': 'Individualistic'}, {'hex_value': '#6F3027', 'colour_name': 'Savage'}, {'hex_value': '#8D4749', 'colour_name': 'Resistance'}]",2017,12,0.332
863,nyx,Super Cliquey Matte Lipstick,9.0,USD,No description,4.5,lipstick,lipstick,[],"[{'hex_value': '#DB7D64', 'colour_name': 'On The DL'}, {'hex_value': '#EB6669', 'colour_name': 'Oh So Pretty'}, {'hex_value': '#9F3E52', 'colour_name': 'Obvs'}, {'hex_value': '#7E4F47', 'colour_name': 'Conform'}, {'hex_value': '#BF2259', 'colour_name': 'Serpent'}, {'hex_value': '#BF207A', 'colour_name': 'Chain Reaction'}, {'hex_value': '#D53C3E', 'colour_name': 'Snarky'}, {'hex_value': '#BF012D', 'colour_name': 'In The Red'}, {'hex_value': '#A21A2E', 'colour_name': 'Risktaker'}, {'hex_value': '#651F77', 'colour_name': 'Ruthless'}, {'hex_value': '#934A43', 'colour_name': 'Empowered'}, {'hex_value': '#742332', 'colour_name': 'Dangerous'}]",2017,12,0.454
862,nyx,Powder Puff Lippie Powder Lip Cream,8.5,USD,"Pucker up and powder your pout! Featuring a pillowy cushion-applicator, our new Powder Puff Lippie Powder Lip Cream goes on mousse-y and sets to a powdery soft finish. Achieve a flush of color in eight vibrant shades—from warm peach to true red, and hot pink to cool plum—for an irresistible, just-kissed look.",4.5,lipstick,lipstick,[],"[{'hex_value': '#864B45', 'colour_name': 'Cool Intentions'}, {'hex_value': '#D9484D', 'colour_name': 'Puppy Love'}, {'hex_value': '#98020D', 'colour_name': 'Group Love'}, {'hex_value': '#A65156', 'colour_name': 'Squad Goals'}, {'hex_value': '#BD2266', 'colour_name': 'Teenage Dream'}, {'hex_value': '#682826', 'colour_name': 'Pop Quiz'}, {'hex_value': '#874755', 'colour_name': 'Moody'}, {'hex_value': '#C06465', 'colour_name': 'Best Buds'}]",2017,12,0.424
861,nyx,Lip Lustre Glossy Lip Tint,7.0,USD,"Lavish your pout with extraordinary shine and a hint of brilliant color with our new Lip Lustre Glossy Lip Tint! Silky smooth with a lightweight finish, this revolutionary formula glides on a gloss and adjusts to a gorgeous tint that lasts. (Yep, it’s amazing.)",4.5,lip_gloss,lipstick,[],"[{'hex_value': '#C2696F', 'colour_name': 'Rustic Mirage'}, {'hex_value': '#D1506E', 'colour_name': 'Antique Romance'}, {'hex_value': '#A04858', 'colour_name': 'Liquid Plum'}, {'hex_value': '#F45D92', 'colour_name': 'Euphoric'}, {'hex_value': '#E62E86', 'colour_name': 'Retro Socialite'}, {'hex_value': '#FF383B', 'colour_name': 'Love Letter'}, {'hex_value': '#FE293D', 'colour_name': 'Mystic Gypsy'}, {'hex_value': '#F5273E', 'colour_name': 'Lovetopia'}, {'hex_value': '#D9544B', 'colour_name': 'Ruby Couture'}, {'hex_value': '#FF643D', 'colour_name': 'Juicy Peach'}, {'hex_value': '#9F43B2', 'colour_name': 'Violet Glass'}, {'hex_value': '#593C7C', 'colour_name': 'Dark Magic'}]",2017,12,0.447
860,nyx,Cosmic Metals Lip Cream,7.5,USD,"Intense, multidimensional color collides with the glistening effect of gloss for out-of-this world lips like you’ve never seen before. Now available in six more nude-based shades—from champagne gold and pink to a gorgeous deep brown laced with blue shimmer—our creamy-smooth Cosmic Metals Lip Cream covers your lips in lustrous color and a dazzling metallic finish that feels and looks like a gloss.",4.5,lip_gloss,lipstick,[],"[{'hex_value': '#F4267B', 'colour_name': 'Fuchsia Fusion'}, {'hex_value': '#CC7C7F', 'colour_name': 'Crystalized Metal'}, {'hex_value': '#FD633D', 'colour_name': 'Solar Energy'}, {'hex_value': '#03A373', 'colour_name': 'Out Of This World'}, {'hex_value': '#747354', 'colour_name': 'Extraterrestrial'}, {'hex_value': '#029BA1', 'colour_name': 'Electromagnetic'}, {'hex_value': '#0090C7', 'colour_name': 'Comets Tail'}, {'hex_value': '#166DA3', 'colour_name': 'Dark Nebula'}, {'hex_value': '#B145AA', 'colour_name': 'Asteroid Aura'}, {'hex_value': '#894DA5', 'colour_name': 'Ultraviolet'}, {'hex_value': '#3750A4', 'colour_name': 'Celestial Star'}, {'hex_value': '#F08C72', 'colour_name': 'Speed Of Light'}, {'hex_value': '#D29F82', 'colour_name': 'Metropolitan Night'}, {'hex_value': '#D69A76', 'colour_name': 'Celestial'}, {'hex_value': '#C99379', 'colour_name': 'Retro Harmony'}, {'hex_value': '#9D5D44', 'colour_name': 'Galactic Love'}, {'hex_value': '#824F4B', 'colour_name': 'Elite'}, {'hex_value': '#747378', 'colour_name': 'Galactic'}]",2017,12,0.517
859,nyx,Epic Ink Lip Dye,7.0,USD,"Drench your kiss in knockout color! A stroke of Epic Ink Lip Dye coats lips with a downright dramatic stain. Super-saturated and lightweight, our formula dries to a Matte finish. This stunning lip dye is an absolute makeup bag must-have. Rock it alone for an effortlessly vibrant look. Or give your favorite lippies a boost by wearing it under a similar shade!",4.5,lip_gloss,lipstick,[],"[{'hex_value': '#C20201', 'colour_name': 'Poised'}, {'hex_value': '#B60E0E', 'colour_name': 'Blazed'}, {'hex_value': '#8E1325', 'colour_name': 'Fresh'}, {'hex_value': '#710906', 'colour_name': 'Slay'}, {'hex_value': '#69131C', 'colour_name': 'Wizardry'}, {'hex_value': '#AF0A2C', 'colour_name': 'Charmer'}, {'hex_value': '#AF0C45', 'colour_name': 'Heartbreaker'}, {'hex_value': '#7A1B53', 'colour_name': 'Obsessed'}, {'hex_value': '#7B1B40', 'colour_name': 'Victorian'}, {'hex_value': '#4C091A', 'colour_name': 'Nightrunner'}, {'hex_value': '#572316', 'colour_name': 'Invasion'}, {'hex_value': '#E9361F', 'colour_name': 'Revolt'}]",2017,12,0.47
858,nyx,Strictly Vinyl Lip Gloss,8.0,USD,"Strictly Vinyl Lip Gloss is music to our lips! Available in eight plush and pigment packed shades, this beyond glossy lippie is no one-hit wonder. Hardcore color and intense shine is always just a few swipes away.",4.5,lip_gloss,lipstick,[],"[{'hex_value': '#7F4531', 'colour_name': 'Sugar Mama'}, {'hex_value': '#733B2E', 'colour_name': 'Bombshell'}, {'hex_value': '#603838', 'colour_name': 'Baby Doll'}, {'hex_value': '#670C13', 'colour_name': 'Bad Girl'}, {'hex_value': '#512C33', 'colour_name': 'Night Walker'}, {'hex_value': '#1A1929', 'colour_name': 'Rebel'}, {'hex_value': '#071C13', 'colour_name': 'Bad Seed'}, {'hex_value': '#201913', 'colour_name': 'Femme Fatale'}]",2017,12,0.466
857,nyx,Duo Chromatic Lip Gloss,8.0,USD,"Want totally mesmerizing lips? Then chrome and get ’em with our brand-new Duo Chromatic Lip Gloss loaded with pearls. These lippies deliver awesome shine, a hint of color and an intense, 3-D finish. Each lightweight shade slips onto your lips smoothly without feeling sticky. Swipe them on alone or over any lipstick for an unforgettable effect.",4.5,lip_gloss,lipstick,[],"[{'hex_value': '#CAA6A8', 'colour_name': 'The New Normal'}, {'hex_value': '#E8BBBE', 'colour_name': 'Booming'}, {'hex_value': '#DBACA4', 'colour_name': 'Spring It On'}, {'hex_value': '#E6B06A', 'colour_name': 'Cocktail Party'}, {'hex_value': '#EFA367', 'colour_name': 'Fairplay'}, {'hex_value': '#E0DBD5', 'colour_name': 'Crushing It'}, {'hex_value': '#BE9CAD', 'colour_name': 'Gypsy Dream'}, {'hex_value': '#A8C0C2', 'colour_name': 'Day Club'}, {'hex_value': '#D3CCB9', 'colour_name': 'Lucid'}, {'hex_value': '#A0C6B9', 'colour_name': 'Foam Party'}]",2017,12,0.69
856,nyx,Slip Tease Full Color Lip Oil,7.0,USD,No description,4.5,lip_gloss,lipstick,[],"[{'hex_value': '#D7978E', 'colour_name': 'I Woke Up Like This'}, {'hex_value': '#B98180', 'colour_name': 'Entice'}, {'hex_value': '#D87884', 'colour_name': 'Coy'}, {'hex_value': '#8B4B4C', 'colour_name': 'Bang Bang'}, {'hex_value': '#FF56A8', 'colour_name': 'Baecation'}, {'hex_value': '#B73E8D', 'colour_name': 'Fatal Attraction'}, {'hex_value': '#974AB4', 'colour_name': 'Feisty'}, {'hex_value': '#BD6A66', 'colour_name': 'Lowkey'}, {'hex_value': '#921736', 'colour_name': 'Fire Dancer'}, {'hex_value': '#A1745D', 'colour_name': 'Beyond Basic'}, {'hex_value': '#D3212F', 'colour_name': 'Red Queen'}, {'hex_value': '#FF6964', 'colour_name': 'Breezy'}]",2017,12,18.468
855,nyx,Liquid Suede Metallic Matte,7.5,USD,"Wrap your lips in high-impact metallic color with Liquid Suede Metallic Matte, a striking new lip inspired by our best-selling Liquid Suede Cream Lipstick. Available in 12 statement-making shades, these shockingly creamy lippies deliver instant dimension and incredible color payoff. In other words, get ready to slay.",4.5,lipstick,lipstick,[],"[{'hex_value': '#BC7D5A', 'colour_name': 'Exposed'}, {'hex_value': '#9A4F3C', 'colour_name': 'Mauve Mist'}, {'hex_value': '#9C3E3C', 'colour_name': 'Bella'}, {'hex_value': '#82412B', 'colour_name': 'New Era'}, {'hex_value': '#563428', 'colour_name': 'Neat Nude'}, {'hex_value': '#A91851', 'colour_name': 'Buzzkill'}, {'hex_value': '#9E1F26', 'colour_name': 'Acme'}, {'hex_value': '#7A253A', 'colour_name': 'Modern Maven'}, {'hex_value': '#761538', 'colour_name': 'Pure Society'}, {'hex_value': '#752329', 'colour_name': 'Biker Babe'}, {'hex_value': '#472071', 'colour_name': 'Ego'}, {'hex_value': '#2F3239', 'colour_name': 'Go Rogue'}]",2017,12,33.568
854,nyx,Liquid Suede Cream Lipstick,7.0,USD,"Doll up your lips in plush and vibrant color! Our Liquid Suede Cream Lipstick glides on and sets into a striking matte finish. Now available in 12 more velvety-soft shades, this waterproof lippie creates a positively polished look with every swipe.",4.5,lipstick,lipstick,[],"[{'hex_value': '#DF666F', 'colour_name': 'Tea & Cookies'}, {'hex_value': '#FE5862', 'colour_name': ""Life's A Beach""}, {'hex_value': '#FC3183', 'colour_name': 'Pink Lust'}, {'hex_value': '#CD060B', 'colour_name': 'Kitten Heels'}, {'hex_value': '#962A27', 'colour_name': 'Cherry Skies'}, {'hex_value': '#FD7136', 'colour_name': 'Foiled Again'}, {'hex_value': '#FC5221', 'colour_name': 'Orange County'}, {'hex_value': '#01A3E3', 'colour_name': 'Little Denim Dress'}, {'hex_value': '#2F2A88', 'colour_name': 'Jet Set'}, {'hex_value': '#3A1C66', 'colour_name': 'Foul Mouth'}, {'hex_value': '#DE65B2', 'colour_name': 'Respect The Pink'}, {'hex_value': '#BE61B1', 'colour_name': 'Sway'}, {'hex_value': '#A03FA0', 'colour_name': 'Run The World'}, {'hex_value': '#6D2686', 'colour_name': 'Amethyst'}, {'hex_value': '#5A2253', 'colour_name': 'Subversive Socialite'}, {'hex_value': '#3B1153', 'colour_name': 'Oh, Put It On'}, {'hex_value': '#7B2D3B', 'colour_name': 'Vintage'}, {'hex_value': '#722F26', 'colour_name': 'Club Hopper'}, {'hex_value': '#AA614E', 'colour_name': 'Sandstorm'}, {'hex_value': '#AE5350', 'colour_name': 'Soft-Spoken'}, {'hex_value': '#815049', 'colour_name': 'Brooklyn Thorn'}, {'hex_value': '#7E5036', 'colour_name': 'Downtown Beauty'}, {'hex_value': '#585455', 'colour_name': 'Stone Fox'}, {'hex_value': '#2A2829', 'colour_name': 'Alien'}]",2017,12,52.462
853,nyx,Lip Lingerie,7.0,USD,"Slip into something seductive with Lip Lingerie, our luxurious liquid lipstick with a plush, Matte finish. Available in the color-kissed hues you know and love—from cinnamon pink and chocolate brown, to warm mahogany red and classic nude beige—plus, 12 brand-new nudes! Each sultry shade will coat the curves of your lips with irresistibly creamy color.",4.5,lipstick,lipstick,[],"[{'hex_value': '#F8AB8F', 'colour_name': 'Cheekies'}, {'hex_value': '#E59886', 'colour_name': 'Silk Indulgent'}, {'hex_value': '#C48B7A', 'colour_name': 'Baby Doll'}, {'hex_value': '#C38878', 'colour_name': 'Lace Detail'}, {'hex_value': '#B77E6B', 'colour_name': 'Push-Up'}, {'hex_value': '#AF7260', 'colour_name': 'Bedtime Flirt'}, {'hex_value': '#AF7079', 'colour_name': 'Embellishment'}, {'hex_value': '#BF7D6F', 'colour_name': 'Cashmere Silk'}, {'hex_value': '#A9796F', 'colour_name': 'Bustier'}, {'hex_value': '#A76169', 'colour_name': 'French Maid'}, {'hex_value': '#704D47', 'colour_name': 'Confident'}, {'hex_value': '#903E33', 'colour_name': 'Exotic'}, {'hex_value': '#A25A4E', 'colour_name': 'Cabaret Show'}, {'hex_value': '#C46954', 'colour_name': 'Seduction'}, {'hex_value': '#C07764', 'colour_name': 'Ruffle Trim'}, {'hex_value': '#E29871', 'colour_name': 'Dusk To Dawn'}, {'hex_value': '#C59581', 'colour_name': 'Satin Ribbon'}, {'hex_value': '#C0947B', 'colour_name': 'Corset'}, {'hex_value': '#966F60', 'colour_name': 'Delicate Lust'}, {'hex_value': '#96705D', 'colour_name': 'Honeymoon'}, {'hex_value': '#8F624D', 'colour_name': 'Teddy'}, {'hex_value': '#8B5845', 'colour_name': 'After Hours'}, {'hex_value': '#855A4A', 'colour_name': 'Beauty Mark'}, {'hex_value': '#715E50', 'colour_name': 'Scandalous'}]",2017,12,43.44
852,nyx,Soft Matte Lip Cream,6.5,USD,"Now available in twelve more statement-making shades, our velvety smooth Soft Matte Lip Cream delivers a burst of creamy color and sets to a stunning matte finish. Surprisingly durable, lightweight and delightfully creamy, it’s no wonder this sweetly scented formula is a fan favorite.",4.5,lipstick,lipstick,[],"[{'hex_value': '#D18B72', 'colour_name': 'London'}, {'hex_value': '#F6A0BD', 'colour_name': 'Sydney'}, {'hex_value': '#FB9BA6', 'colour_name': 'Tokyo'}, {'hex_value': '#ED9194', 'colour_name': 'Istanbul'}, {'hex_value': '#F17086', 'colour_name': 'Milan'}, {'hex_value': '#F34745', 'colour_name': 'Manila'}, {'hex_value': '#FB5062', 'colour_name': 'Antwerp'}, {'hex_value': '#F54F5B', 'colour_name': 'Ibiza'}, {'hex_value': '#C43F6C', 'colour_name': 'Prague'}, {'hex_value': '#D6475B', 'colour_name': 'Sao Paulo'}, {'hex_value': '#E83169', 'colour_name': 'Paris'}, {'hex_value': '#E93275', 'colour_name': 'Addis Ababa'}, {'hex_value': '#9F3B77', 'colour_name': 'Seoul'}, {'hex_value': '#123368', 'colour_name': 'Moscow'}, {'hex_value': '#622F8C', 'colour_name': 'Havana'}, {'hex_value': '#78293C', 'colour_name': 'Vancouver'}, {'hex_value': '#621132', 'colour_name': 'Transylvania'}, {'hex_value': '#7B0F33', 'colour_name': 'Copenhagen'}, {'hex_value': '#953C42', 'colour_name': 'Budapest'}, {'hex_value': '#7C2325', 'colour_name': 'Madrid'}, {'hex_value': '#9C0A2F', 'colour_name': 'Monte Carlo'}, {'hex_value': '#E12836', 'colour_name': 'Amsterdam'}, {'hex_value': '#FE3A20', 'colour_name': 'Morocco'}, {'hex_value': '#FF5A3C', 'colour_name': 'San Juan'}, {'hex_value': '#FC9B88', 'colour_name': 'Buenos Aires'}, {'hex_value': '#F7B690', 'colour_name': 'Cairo'}, {'hex_value': '#F6A385', 'colour_name': 'Athens'}, {'hex_value': '#F0847A', 'colour_name': 'Zurich'}, {'hex_value': '#E78779', 'colour_name': 'Stockholm'}, {'hex_value': '#D58D75', 'colour_name': 'Abu Dhabi'}, {'hex_value': '#D36B5E', 'colour_name': 'Cannes'}, {'hex_value': '#92433C', 'colour_name': 'Rome'}, {'hex_value': '#7B4129', 'colour_name': 'Dubai'}, {'hex_value': '#7F3C22', 'colour_name': 'Berlin'}]",2017,12,46.054
851,nyx,Soft Matte Metallic Lip Cream,7.0,USD,"Now available in 12 statement-making metallics, our new Soft Matte Metallic Lip Cream shades deliver a burst of pearly color and set to a stunning matte finish. These little beauties are just as lightweight, delightfully creamy and sweetly scented as all the shades you know and love!",4.5,liquid,lipstick,[],"[{'hex_value': '#783628', 'colour_name': 'Dubai'}, {'hex_value': '#F0636B', 'colour_name': 'Manila'}, {'hex_value': '#E17680', 'colour_name': 'Milan'}, {'hex_value': '#D16966', 'colour_name': 'Cannes'}, {'hex_value': '#954649', 'colour_name': 'Rome'}, {'hex_value': '#D21D54', 'colour_name': 'Paris'}, {'hex_value': '#BF1726', 'colour_name': 'Monte Carlo'}, {'hex_value': '#9F3275', 'colour_name': 'Seoul'}, {'hex_value': '#612B9A', 'colour_name': 'Havana'}, {'hex_value': '#78323A', 'colour_name': 'Copenhagen'}, {'hex_value': '#922834', 'colour_name': 'Madrid'}, {'hex_value': '#822C35', 'colour_name': 'Budapest'}]",2017,12,0.543
850,fenty,MATTEMOISELLE - Plush Matte Lipstick,18.0,USD,"An ultra slim lipstick with a longwearing, petal-soft matte finish, created in a rainbow of 14 weightless, color-intense shades each designed to flatter all skin tones.",4.5,lipstick,lipstick,[],"[{'hex_value': '#B6232B', 'colour_name': ""Ma'Damn - Royal Red""}, {'hex_value': '#DC386C', 'colour_name': 'Candy Venom - Electric Pink'}, {'hex_value': '#E08F71', 'colour_name': 'Up 2 No Good - Nude Peach'}, {'hex_value': '#C95E3C', 'colour_name': 'Freckle Fiesta - Spiced Terracotta'}, {'hex_value': '#6D271A', 'colour_name': 'PMS - Moody Brown'}, {'hex_value': '#6785B8', 'colour_name': 'Ya Dig?! - Periwinkle Blue'}, {'hex_value': '#9B7DC1', 'colour_name': 'One of the Boyz - Wild Lilac'}, {'hex_value': '#631B26', 'colour_name': 'Griselda - Bold Burgundy'}, {'hex_value': '#A7453C', 'colour_name': 'Spanked - Dusty Rose'}, {'hex_value': '#FC8327', 'colour_name': 'Saw-C - Exotic Tangerine'}, {'hex_value': '#D37655', 'colour_name': 'S1ngle - Blushing Nude'}, {'hex_value': '#894134', 'colour_name': 'Shawty - Warm Chestnut'}, {'hex_value': '#437954', 'colour_name': 'Midnight Wasabi - Wicked Green'}, {'hex_value': '#072345', 'colour_name': 'Clapback - True Navy'}]",2017,12,172770.756
849,fenty,ECLIPSE - 2-in-1 Glitter Release Eyeliner,20.0,USD,A limited-edition liquid eyeliner with a transforming metallic-to-glitter formula that lets you choose your own finish.,4.5,liquid,eyeliner,[],"[{'hex_value': '#C8896E', 'colour_name': 'Later, Crater - Nude Metallic/Nude Gold Glitter'}, {'hex_value': '#274A45', 'colour_name': 'Nepturnt - Green-Black Metallic/Smoky Emerald Glitter'}, {'hex_value': '#122835', 'colour_name': 'Alien Bae - Blue-Black Metallic/Smoky Navy Glitter'}]",2017,12,173705.917
848,fenty,COSMIC GLOSS - Lip Glitter,19.0,USD,"A limited-edition glitter-packed lip gloss that delivers the ultimate triple-threat of creamy color, glitter, and shine.",4.5,lip_gloss,lipstick,[],"[{'hex_value': '#8E406D', 'colour_name': 'Gal On The Moon - Holographic Pink Orchid'}, {'hex_value': '#FE7C63', 'colour_name': 'Spacesuit - Glittering Peach'}, {'hex_value': '#EB4077', 'colour_name': 'Plutonic Relationshp - Holographic Hot Pink'}, {'hex_value': '#5B1525', 'colour_name': 'Astro-Naughty - Glittering Garnet'}]",2017,12,173595.109
847,fenty,MATCH STIX - Matte Skinstick,25.0,USD,"A magnetized makeup stick in a longwear, light-as-air matte formula to conceal, correct, contour, and touch up in 20 shades.",4.5,concealer,foundation,[],"[{'hex_value': '#C9A074', 'colour_name': 'Maple - Neutral'}, {'hex_value': '#683525', 'colour_name': 'Espresso - Cool'}, {'hex_value': '#D9A877', 'colour_name': 'Maple - Neutral'}, {'hex_value': '#EABC95', 'colour_name': 'Bamboo - Neutral'}, {'hex_value': '#EAB087', 'colour_name': 'Honey - Warm Peach'}, {'hex_value': '#C59072', 'colour_name': 'Mocha - Cool'}, {'hex_value': '#C5885D', 'colour_name': 'Suede - Warm'}, {'hex_value': '#CE8E5C', 'colour_name': 'Latte - Warm'}, {'hex_value': '#E1AA7F', 'colour_name': 'Caramel - Cool'}, {'hex_value': '#DA9F65', 'colour_name': 'Wheat - Warm'}, {'hex_value': '#EFAE83', 'colour_name': 'Peach - Cool Peach'}, {'hex_value': '#F6D5B6', 'colour_name': 'Linen - Cool'}, {'hex_value': '#7C411F', 'colour_name': 'Truffle - Neutral'}, {'hex_value': '#B08B72', 'colour_name': 'Amber - Cool Contour'}, {'hex_value': '#CF936A', 'colour_name': 'Cocoa - Cool'}, {'hex_value': '#CB9064', 'colour_name': 'Walnut - Neutral'}, {'hex_value': '#DA9D6F', 'colour_name': 'Almond - Cool'}, {'hex_value': '#E2AE83', 'colour_name': 'Sand - Neutral'}, {'hex_value': '#F7D2AC', 'colour_name': 'French Vanilla - Warm'}, {'hex_value': '#F5DABE', 'colour_name': 'Porcelain - Cool'}]",2017,12,173266.349
846,clinique,Even Better&trade; Compact Makeup Broad Spectrum SPF 15,32.0,USD,"A light cream with a powdery finish, our compact makeup creates more even-toned skin, instantly. Shades for Very Fair, Moderately Fair, Medium, Deep.",4.5,Unknown,foundation,[],"[{'hex_value': '#F3D6BF', 'colour_name': '1 Linen'}, {'hex_value': '#F0C9AE', 'colour_name': '2 Alabaster'}, {'hex_value': '#E9BC98', 'colour_name': '4 Creamwhip'}, {'hex_value': '#F1BF9E', 'colour_name': '5 Fair'}, {'hex_value': '#E6BC9F', 'colour_name': '6 Ivory'}, {'hex_value': '#DEB193', 'colour_name': '7 Cream Chamois'}, {'hex_value': '#E2B186', 'colour_name': '8 Golden Neutral'}, {'hex_value': '#DCAB86', 'colour_name': '9 Neutral'}, {'hex_value': '#DAA878', 'colour_name': '11 Honey'}, {'hex_value': '#D7A581', 'colour_name': '12 Porcelain Beige'}, {'hex_value': '#D6A683', 'colour_name': '14 Vanilla'}, {'hex_value': '#D09B73', 'colour_name': '15 Beige'}, {'hex_value': '#C99B71', 'colour_name': '18 Sand'}, {'hex_value': '#D28E55', 'colour_name': '20 Deep Neutral'}, {'hex_value': '#C8874E', 'colour_name': '21 Cream Caramel'}, {'hex_value': '#BE773D', 'colour_name': '23 Ginger'}, {'hex_value': '#B4753E', 'colour_name': '24 Golden'}, {'hex_value': '#995C27', 'colour_name': '26 Amber'}, {'hex_value': '#8E5230', 'colour_name': '28 Clove'}, {'hex_value': '#834E2E', 'colour_name': '29 Sienna'}]",2017,12,4.776
845,clinique,Redness Solutions Makeup<BR>Broad Spectrum SPF 15<BR>With Probiotic Technology,28.0,USD,No description,4.5,Unknown,foundation,[],"[{'hex_value': '#CD8E6B', 'colour_name': 'Calming Vanilla'}, {'hex_value': '#DC9C7A', 'colour_name': 'Calming Neutral'}, {'hex_value': '#F4BB95', 'colour_name': 'Calming Alabaster'}, {'hex_value': '#F1B08C', 'colour_name': 'Calming Fair'}, {'hex_value': '#CF906E', 'colour_name': 'Calming Honey'}, {'hex_value': '#E7A784', 'colour_name': 'Calming Ivory'}]",2017,12,4.732
844,clinique,Stay-Matte Oil-Free Makeup,26.0,USD,"Tested for streaking and fading at 88°F with a constant 80% humidity, all to prove Stay-Matte stays fresh. At the same time, this patent-pending formula absorbs shine, controls oil, resists sweat. And you stay matte all day.",4.5,Unknown,foundation,[],"[{'hex_value': '#F3D6BF', 'colour_name': '01 Linen'}, {'hex_value': '#F0C9AE', 'colour_name': '02 Alabaster'}, {'hex_value': '#E9BC98', 'colour_name': '04 Cream Whip'}, {'hex_value': '#F1BF9E', 'colour_name': '05 Fair'}, {'hex_value': '#E6BC9F', 'colour_name': '06 Ivory'}, {'hex_value': '#DEB193', 'colour_name': '07 Cream Chamois'}, {'hex_value': '#E2B186', 'colour_name': '08 Golden Neutral'}, {'hex_value': '#DCAB86', 'colour_name': '09 Neutral'}, {'hex_value': '#DAA878', 'colour_name': '11 Honey'}, {'hex_value': '#D6A683', 'colour_name': '14 Vanilla'}, {'hex_value': '#D09B73', 'colour_name': '15 Beige'}, {'hex_value': '#C99B71', 'colour_name': '19 Sand'}, {'hex_value': '#D28E55', 'colour_name': '20 Deep Neutral'}, {'hex_value': '#C8874E', 'colour_name': '21 Cream Caramel'}, {'hex_value': '#BE773D', 'colour_name': '23 Ginger'}, {'hex_value': '#B4753E', 'colour_name': '24 Golden'}, {'hex_value': '#AD7044', 'colour_name': '25 Spice'}, {'hex_value': '#995C27', 'colour_name': '26 Amber'}, {'hex_value': '#8E5230', 'colour_name': '28 Clove'}, {'hex_value': '#834E2E', 'colour_name': '29 Sienna'}]",2017,12,4.727
843,clinique,Repairwear Laser Focus&trade; All-Smooth Makeup Broad Spectrum SPF 15,36.0,USD,No description,4.5,Unknown,foundation,[],"[{'hex_value': '#F7D6BF', 'colour_name': 'Shade 01'}, {'hex_value': '#FAD4B4', 'colour_name': 'Shade 1.5'}, {'hex_value': '#F2C9A9', 'colour_name': 'Shade 02'}, {'hex_value': '#F0C5AA', 'colour_name': 'Shade 03'}, {'hex_value': '#ECBBA0', 'colour_name': 'Shade 04'}, {'hex_value': '#E4BAA2', 'colour_name': 'Shade 05'}, {'hex_value': '#DAAF91', 'colour_name': 'Shade 06'}, {'hex_value': '#DBA987', 'colour_name': 'Shade 07'}, {'hex_value': '#E1A989', 'colour_name': 'Shade 08'}, {'hex_value': '#DBA57A', 'colour_name': 'Shade 09'}, {'hex_value': '#C98B5D', 'colour_name': 'Shade 11'}, {'hex_value': '#B4753E', 'colour_name': 'Shade 12'}]",2017,12,4.741
